ga_session_id,user_id,country,device,session_start,session_end,events_count,add_to_cart_count,begin_checkout_count,purchase_count,converted,session_duration_seconds,session_revenue
8542,23619,IN,desktop,2021-01-21 20:06:00,2021-01-21 20:08:00,24,24,0,0,False,120.0,0.0
8543,12833,IN,desktop,2021-01-21 18:55:00,2021-01-21 18:57:00,24,24,0,0,False,120.0,0.0
8544,27277,US,desktop,2021-01-21 21:08:00,2021-01-21 21:09:00,24,24,0,0,False,60.0,0.0
8545,11903,US,mobile,2021-01-21 10:00:00,2021-01-21 10:01:00,24,24,0,0,False,60.0,0.0
8546,9275,US,desktop,2021-01-21 01:00:00,2021-01-21 01:04:00,24,24,0,0,False,240.0,0.0
8547,30882,US,mobile,2021-01-21 11:04:00,2021-01-21 11:04:00,24,24,0,0,False,0.0,0.0
8548,27181,US,desktop,2021-01-21 07:45:00,2021-01-21 07:45:00,24,24,0,0,False,0.0,0.0
8549,248226,US,mobile,2021-01-21 05:08:00,2021-01-21 05:08:00,24,24,0,0,False,0.0,0.0
8550,11907,CA,desktop,2021-01-21 05:51:00,2021-01-21 05:52:00,24,24,0,0,False,60.0,0.0
8551,20189,US,desktop,2021-01-20 21:53:00,2021-01-20 21:54:00,24,24,0,0,False,60.0,0.0
8552,28546,EC,desktop,2021-01-20 07:05:00,2021-01-20 07:06:00,24,24,0,0,False,60.0,0.0
8553,995,US,desktop,2021-01-20 20:23:00,2021-01-20 20:24:00,24,24,0,0,False,60.0,0.0
8554,12396,US,desktop,2021-01-20 05:17:00,2021-01-20 05:18:00,24,24,0,0,False,60.0,0.0
8555,14080,US,mobile,2021-01-20 05:47:00,2021-01-20 05:48:00,24,24,0,0,False,60.0,0.0
8556,16398,DE,mobile,2021-01-20 11:28:00,2021-01-20 11:28:00,24,24,0,0,False,0.0,0.0
8557,32139,IQ,desktop,2021-01-20 20:26:00,2021-01-20 20:26:00,24,24,0,0,False,0.0,0.0
8558,10604,PE,mobile,2021-01-20 14:51:00,2021-01-20 14:53:00,24,24,0,0,False,120.0,0.0
8559,24312,IT,mobile,2021-01-20 00:14:00,2021-01-20 00:14:00,24,24,0,0,False,0.0,0.0
8560,247614,AU,desktop,2021-01-20 16:04:00,2021-01-20 16:04:00,24,24,0,0,False,0.0,0.0
8561,19955,VN,mobile,2021-01-20 19:13:00,2021-01-20 19:14:00,24,24,0,0,False,60.0,0.0
8562,9258,MM,mobile,2021-01-20 12:51:00,2021-01-20 12:54:00,24,24,0,0,False,180.0,0.0
8563,26271,US,desktop,2021-01-20 20:56:00,2021-01-20 20:57:00,24,24,0,0,False,60.0,0.0
8564,6965,GB,desktop,2021-01-20 16:17:00,2021-01-20 16:25:00,24,24,0,0,False,480.0,0.0
8565,415,FR,mobile,2021-01-20 17:53:00,2021-01-20 17:54:00,24,24,0,0,False,60.0,0.0
8566,27264,TW,mobile,2021-01-20 06:28:00,2021-01-20 06:31:00,24,24,0,0,False,180.0,0.0
8567,263494,EG,desktop,2021-01-20 20:24:00,2021-01-20 20:25:00,24,24,0,0,False,60.0,0.0
8568,10620,CA,mobile,2021-01-20 05:04:00,2021-01-20 05:04:00,24,24,0,0,False,0.0,0.0
8569,6903,US,desktop,2021-01-20 02:31:00,2021-01-20 02:31:00,24,24,0,0,False,0.0,0.0
8570,28568,IN,desktop,2021-01-20 20:26:00,2021-01-20 20:29:00,24,24,0,0,False,180.0,0.0
8571,23514,US,desktop,2021-01-20 12:00:00,2021-01-20 12:00:00,24,24,0,0,False,0.0,0.0
8572,6977,US,desktop,2021-01-20 10:06:00,2021-01-20 10:08:00,24,24,0,0,False,120.0,0.0
8573,4081,IT,desktop,2021-01-20 20:28:00,2021-01-20 20:28:00,24,24,0,0,False,0.0,0.0
8574,2358,US,mobile,2020-11-27 23:37:00,2020-11-27 23:37:00,24,24,0,0,False,0.0,0.0
8575,2359,TW,desktop,2020-11-27 12:57:00,2020-11-27 12:57:00,24,24,0,0,False,0.0,0.0
8576,31263,CA,desktop,2020-11-27 03:17:00,2020-11-27 03:21:00,24,24,0,0,False,240.0,0.0
8577,14660,PT,mobile,2020-11-27 02:13:00,2020-11-27 02:13:00,24,24,0,0,False,0.0,0.0
8578,215804,US,desktop,2020-11-27 00:33:00,2020-11-27 00:34:00,24,24,0,0,False,60.0,0.0
8579,2364,US,mobile,2020-11-27 12:16:00,2020-11-27 12:22:00,24,24,0,0,False,360.0,0.0
8580,15800,ES,mobile,2020-11-27 18:34:00,2020-11-27 18:36:00,24,24,0,0,False,120.0,0.0
8581,247484,US,desktop,2020-11-27 00:45:00,2020-11-27 00:45:00,24,24,0,0,False,0.0,0.0
8582,11136,US,mobile,2020-11-27 06:47:00,2020-11-27 06:47:00,24,24,0,0,False,0.0,0.0
8583,265747,PH,desktop,2020-11-27 05:56:00,2020-11-27 05:56:00,24,24,0,0,False,0.0,0.0
8584,268037,US,desktop,2020-11-27 12:14:00,2020-11-27 12:14:00,24,24,0,0,False,0.0,0.0
8585,264608,US,mobile,2020-11-27 14:25:00,2020-11-27 14:25:00,24,24,0,0,False,0.0,0.0
8586,241784,IN,mobile,2020-11-27 10:21:00,2020-11-27 10:22:00,24,24,0,0,False,60.0,0.0
8587,273,TR,desktop,2020-11-27 05:31:00,2020-11-27 05:31:00,24,24,0,0,False,0.0,0.0
8588,240844,IN,desktop,2020-11-27 16:55:00,2020-11-27 16:55:00,24,24,0,0,False,0.0,0.0
8589,9703,US,desktop,2020-11-27 03:34:00,2020-11-27 03:34:00,24,24,0,0,False,0.0,0.0
8590,9711,US,desktop,2020-11-27 06:45:00,2020-11-27 06:45:00,24,24,0,0,False,0.0,0.0
8591,26720,GE,mobile,2020-11-27 01:43:00,2020-11-27 01:43:00,24,24,0,0,False,0.0,0.0
8592,20398,US,desktop,2020-11-27 09:10:00,2020-11-27 09:10:00,24,24,0,0,False,0.0,0.0
8593,27667,US,mobile,2020-11-27 12:03:00,2020-11-27 12:06:00,24,24,0,0,False,180.0,0.0
8594,21770,US,desktop,2020-11-27 09:56:00,2020-11-27 09:56:00,24,24,0,0,False,0.0,0.0
8595,2403,PE,desktop,2020-11-27 23:11:00,2020-11-27 23:11:00,24,24,0,0,False,0.0,0.0
8596,10907,US,mobile,2020-11-26 02:47:00,2020-11-26 02:49:00,24,24,0,0,False,120.0,0.0
8597,21835,US,mobile,2020-11-26 08:29:00,2020-11-26 08:29:00,24,24,0,0,False,0.0,0.0
8598,29073,CA,desktop,2020-11-26 07:09:00,2020-11-26 07:11:00,24,24,0,0,False,120.0,0.0
8599,50,US,desktop,2020-11-26 07:26:00,2020-11-26 07:26:00,24,24,0,0,False,0.0,0.0
8600,250,CN,tablet,2020-11-26 08:04:00,2020-11-26 08:04:00,24,24,0,0,False,0.0,0.0
8601,29087,SE,mobile,2020-11-26 07:06:00,2020-11-26 07:06:00,24,24,0,0,False,0.0,0.0
8602,21862,US,desktop,2020-11-26 16:20:00,2020-11-26 16:20:00,24,24,0,0,False,0.0,0.0
8603,3902,IN,mobile,2020-11-26 12:46:00,2020-11-26 12:46:00,24,24,0,0,False,0.0,0.0
8604,18099,CA,mobile,2020-11-26 21:12:00,2020-11-26 21:12:00,24,24,0,0,False,0.0,0.0
8605,267078,US,desktop,2020-11-26 11:43:00,2020-11-26 11:44:00,24,24,0,0,False,60.0,0.0
8606,7576,US,desktop,2020-11-26 18:00:00,2020-11-26 18:00:00,24,24,0,0,False,0.0,0.0
8607,218341,AZ,mobile,2020-11-26 20:42:00,2020-11-26 20:42:00,24,24,0,0,False,0.0,0.0
8608,25540,US,desktop,2020-11-26 17:50:00,2020-11-26 17:50:00,24,24,0,0,False,0.0,0.0
8609,25545,US,mobile,2020-11-26 07:30:00,2020-11-26 07:39:00,24,24,0,0,False,540.0,0.0
8610,3935,IN,desktop,2020-11-26 08:01:00,2020-11-26 08:01:00,24,24,0,0,False,0.0,0.0
8611,29122,US,desktop,2020-11-26 21:12:00,2020-11-26 21:12:00,24,24,0,0,False,0.0,0.0
8612,208709,JP,desktop,2020-11-26 02:02:00,2020-11-26 02:02:00,24,24,0,0,False,0.0,0.0
8613,16977,CA,mobile,2020-12-14 22:02:00,2020-12-14 22:03:00,24,24,0,0,False,60.0,0.0
8614,8675,CA,desktop,2020-12-14 11:39:00,2020-12-14 11:40:00,24,24,0,0,False,60.0,0.0
8615,16733,US,mobile,2020-12-14 05:06:00,2020-12-14 05:06:00,24,24,0,0,False,0.0,0.0
8616,22846,NL,desktop,2020-12-14 04:19:00,2020-12-14 04:19:00,24,24,0,0,False,0.0,0.0
8617,22231,CA,mobile,2020-12-14 06:11:00,2020-12-14 06:12:00,24,24,0,0,False,60.0,0.0
8618,24723,ZA,desktop,2020-12-14 22:53:00,2020-12-14 22:59:00,24,24,0,0,False,360.0,0.0
8619,29524,DO,desktop,2020-12-14 13:40:00,2020-12-14 13:41:00,24,24,0,0,False,60.0,0.0
8621,1297,US,desktop,2020-12-14 17:04:00,2020-12-14 17:17:00,24,24,0,0,False,780.0,0.0
8622,24727,CA,desktop,2020-12-14 21:10:00,2020-12-14 21:12:00,24,24,0,0,False,120.0,0.0
8623,206146,IN,mobile,2020-12-14 14:13:00,2020-12-14 14:13:00,24,24,0,0,False,0.0,0.0
8624,270112,CN,desktop,2020-12-14 17:17:00,2020-12-14 17:18:00,24,24,0,0,False,60.0,0.0
8625,3098,US,mobile,2020-12-14 21:39:00,2020-12-14 21:39:00,24,24,0,0,False,0.0,0.0
8626,258374,CA,desktop,2020-12-14 08:58:00,2020-12-14 08:58:00,24,24,0,0,False,0.0,0.0
8627,6238,PK,mobile,2020-12-14 19:41:00,2020-12-14 19:41:00,24,24,0,0,False,0.0,0.0
8628,237039,US,desktop,2020-12-14 23:22:00,2020-12-14 23:22:00,24,24,0,0,False,0.0,0.0
8629,18893,PT,mobile,2020-12-14 10:11:00,2020-12-14 10:35:00,24,24,0,0,False,1440.0,0.0
8630,24197,AR,mobile,2020-12-14 14:23:00,2020-12-14 14:23:00,24,24,0,0,False,0.0,0.0
8631,3102,UA,mobile,2020-12-14 02:35:00,2020-12-14 02:36:00,24,24,0,0,False,60.0,0.0
8632,29785,US,desktop,2020-12-14 22:21:00,2020-12-14 22:22:00,24,24,0,0,False,60.0,0.0
8633,26427,CA,mobile,2020-12-14 10:25:00,2020-12-14 10:32:00,24,24,0,0,False,420.0,0.0
8634,23197,CA,desktop,2020-12-14 18:33:00,2020-12-14 18:33:00,24,24,0,0,False,0.0,0.0
8635,246404,MY,mobile,2020-12-14 10:06:00,2020-12-14 10:07:00,24,24,0,0,False,60.0,0.0
8636,11498,SG,desktop,2020-12-14 18:26:00,2020-12-14 18:27:00,24,24,0,0,False,60.0,0.0
8637,241408,US,mobile,2020-12-14 04:58:00,2020-12-14 04:58:00,24,24,0,0,False,0.0,0.0
8638,100,BR,mobile,2020-12-14 18:29:00,2020-12-14 18:29:00,24,24,0,0,False,0.0,0.0
8639,24750,US,mobile,2020-12-14 12:36:00,2020-12-14 12:37:00,24,24,0,0,False,60.0,0.0
8640,7725,TW,desktop,2020-12-10 00:47:00,2020-12-10 00:47:00,24,24,0,0,False,0.0,0.0
8641,6452,CA,desktop,2020-12-10 19:09:00,2020-12-10 19:09:00,24,24,0,0,False,0.0,0.0
8642,111,CA,desktop,2020-12-10 06:27:00,2020-12-10 06:28:00,24,24,0,0,False,60.0,0.0
8643,8675,CA,desktop,2020-12-10 09:26:00,2020-12-10 09:26:00,24,24,0,0,False,0.0,0.0
8644,269422,JP,desktop,2020-12-10 12:04:00,2020-12-10 12:06:00,24,24,0,0,False,120.0,0.0
8645,247206,US,mobile,2020-12-10 02:58:00,2020-12-10 02:58:00,24,24,0,0,False,0.0,0.0
8646,24033,US,desktop,2020-12-10 23:46:00,2020-12-10 23:46:00,24,24,0,0,False,0.0,0.0
8647,19231,US,desktop,2020-12-10 16:44:00,2020-12-10 16:44:00,24,24,0,0,False,0.0,0.0
8648,11334,SG,tablet,2020-12-10 10:42:00,2020-12-10 10:42:00,24,24,0,0,False,0.0,0.0
8649,12136,US,mobile,2020-12-10 03:56:00,2020-12-10 03:56:00,24,24,0,0,False,0.0,0.0
8650,267041,IN,desktop,2020-12-10 09:35:00,2020-12-10 09:35:00,24,24,0,0,False,0.0,0.0
8651,29532,US,desktop,2020-12-10 02:17:00,2020-12-10 02:17:00,24,24,0,0,False,0.0,0.0
8652,17085,CZ,mobile,2020-12-10 08:52:00,2020-12-10 08:52:00,24,24,0,0,False,0.0,0.0
8653,268901,US,mobile,2020-12-10 00:52:00,2020-12-10 00:52:00,24,24,0,0,False,0.0,0.0
8654,5004,US,mobile,2020-12-10 03:05:00,2020-12-10 03:06:00,24,24,0,0,False,60.0,0.0
8655,6917,TW,desktop,2020-12-10 15:34:00,2020-12-10 15:34:00,24,24,0,0,False,0.0,0.0
8656,10566,HK,desktop,2020-12-10 03:56:00,2020-12-10 03:56:00,24,24,0,0,False,0.0,0.0
8657,25737,US,desktop,2020-12-10 02:14:00,2020-12-10 02:14:00,24,24,0,0,False,0.0,0.0
8658,493,US,desktop,2020-12-10 00:25:00,2020-12-10 00:25:00,24,24,0,0,False,0.0,0.0
8659,14122,US,desktop,2020-12-10 10:44:00,2020-12-10 10:44:00,24,24,0,0,False,0.0,0.0
8660,32173,TW,mobile,2020-12-10 03:33:00,2020-12-10 03:34:00,24,24,0,0,False,60.0,0.0
8661,20828,CN,desktop,2020-12-10 05:03:00,2020-12-10 05:03:00,24,24,0,0,False,0.0,0.0
8662,14961,US,mobile,2020-12-10 00:27:00,2020-12-10 00:27:00,24,24,0,0,False,0.0,0.0
8663,26277,US,desktop,2020-12-10 22:16:00,2020-12-10 22:17:00,24,24,0,0,False,60.0,0.0
8664,267921,MX,desktop,2020-12-10 07:34:00,2020-12-10 07:34:00,24,24,0,0,False,0.0,0.0
8665,14976,US,desktop,2020-12-10 08:08:00,2020-12-10 08:08:00,24,24,0,0,False,0.0,0.0
8666,26384,US,desktop,2020-12-10 13:12:00,2020-12-10 13:12:00,24,24,0,0,False,0.0,0.0
8667,26384,US,desktop,2020-12-10 11:42:00,2020-12-10 11:42:00,24,24,0,0,False,0.0,0.0
8668,188051,IN,mobile,2020-12-10 19:38:00,2020-12-10 19:38:00,24,24,0,0,False,0.0,0.0
8669,100,BR,mobile,2020-12-10 01:44:00,2020-12-10 01:44:00,24,24,0,0,False,0.0,0.0
8670,260205,IN,mobile,2020-12-10 03:32:00,2020-12-10 03:32:00,24,24,0,0,False,0.0,0.0
8671,233066,BD,mobile,2020-12-10 01:38:00,2020-12-10 01:38:00,24,24,0,0,False,0.0,0.0
8672,258655,US,mobile,2020-12-10 10:28:00,2020-12-10 10:28:00,24,24,0,0,False,0.0,0.0
8673,261084,US,mobile,2020-12-01 21:41:00,2020-12-01 21:42:00,24,24,0,0,False,60.0,0.0
8674,2509,IN,mobile,2020-12-01 20:40:00,2020-12-01 20:40:00,24,24,0,0,False,0.0,0.0
8675,3630,AU,desktop,2020-12-01 12:47:00,2020-12-01 12:47:00,24,24,0,0,False,0.0,0.0
8676,7286,US,desktop,2020-12-01 06:48:00,2020-12-01 06:48:00,24,24,0,0,False,0.0,0.0
8677,10710,IN,desktop,2020-12-01 04:49:00,2020-12-01 04:52:00,24,24,0,0,False,180.0,0.0
8678,24725,IT,mobile,2020-12-01 17:22:00,2020-12-01 17:22:00,24,24,0,0,False,0.0,0.0
8679,28633,BD,mobile,2020-12-01 12:17:00,2020-12-01 12:17:00,24,24,0,0,False,0.0,0.0
8680,191397,US,mobile,2020-12-01 06:36:00,2020-12-01 06:36:00,24,24,0,0,False,0.0,0.0
8681,22246,US,mobile,2020-12-01 20:09:00,2020-12-01 20:41:00,24,24,0,0,False,1920.0,0.0
8682,28003,ES,desktop,2020-12-01 12:55:00,2020-12-01 12:57:00,24,24,0,0,False,120.0,0.0
8683,1519,US,mobile,2020-12-01 23:16:00,2020-12-01 23:22:00,24,24,0,0,False,360.0,0.0
8684,26083,IN,desktop,2020-12-01 06:02:00,2020-12-01 06:02:00,24,24,0,0,False,0.0,0.0
8685,242430,US,mobile,2020-12-01 06:59:00,2020-12-01 06:59:00,24,24,0,0,False,0.0,0.0
8686,41,US,desktop,2020-12-01 08:09:00,2020-12-01 08:11:00,24,24,0,0,False,120.0,0.0
8687,21429,US,desktop,2020-12-01 17:43:00,2020-12-01 17:43:00,24,24,0,0,False,0.0,0.0
8688,10717,US,desktop,2020-12-01 02:55:00,2020-12-01 06:53:00,24,24,0,0,False,14280.0,0.0
8689,846,CA,desktop,2020-12-01 03:15:00,2020-12-01 03:15:00,24,24,0,0,False,0.0,0.0
8690,21656,FR,desktop,2020-12-01 05:13:00,2020-12-01 05:13:00,24,24,0,0,False,0.0,0.0
8691,262899,HK,mobile,2020-12-01 06:04:00,2020-12-01 06:05:00,24,24,0,0,False,60.0,0.0
8692,17837,US,mobile,2020-12-01 20:43:00,2020-12-01 20:43:00,24,24,0,0,False,0.0,0.0
8693,21433,CA,desktop,2020-12-01 04:24:00,2020-12-01 04:25:00,24,24,0,0,False,60.0,0.0
8694,14262,US,desktop,2020-12-01 16:01:00,2020-12-01 16:01:00,24,24,0,0,False,0.0,0.0
8695,268214,TW,desktop,2020-12-01 23:27:00,2020-12-01 23:27:00,24,24,0,0,False,0.0,0.0
8696,10726,US,mobile,2020-12-01 05:14:00,2020-12-01 05:14:00,24,24,0,0,False,0.0,0.0
8697,68,FR,desktop,2020-12-01 02:02:00,2020-12-01 02:02:00,24,24,0,0,False,0.0,0.0
8698,7895,RU,mobile,2020-12-01 04:40:00,2020-12-01 04:40:00,24,24,0,0,False,0.0,0.0
8699,9822,DE,desktop,2020-12-01 06:55:00,2020-12-01 06:55:00,24,24,0,0,False,0.0,0.0
8700,17849,SG,desktop,2020-12-01 04:01:00,2020-12-01 04:01:00,24,24,0,0,False,0.0,0.0
8701,32290,US,mobile,2020-12-01 11:24:00,2020-12-01 11:25:00,24,24,0,0,False,60.0,0.0
8702,8377,US,desktop,2020-12-01 20:15:00,2020-12-01 20:22:00,24,24,0,0,False,420.0,0.0
8703,233888,US,desktop,2020-12-01 20:53:00,2020-12-01 20:53:00,24,24,0,0,False,0.0,0.0
8704,226982,US,desktop,2020-12-01 01:46:00,2020-12-01 05:49:00,24,24,0,0,False,14580.0,0.0
8705,2546,IN,mobile,2020-12-01 20:09:00,2020-12-01 20:09:00,24,24,0,0,False,0.0,0.0
8706,4348,US,mobile,2020-12-01 04:11:00,2020-12-01 04:13:00,24,24,0,0,False,120.0,0.0
8707,9387,US,mobile,2020-12-01 18:33:00,2020-12-01 18:33:00,24,24,0,0,False,0.0,0.0
8708,224480,US,desktop,2020-12-01 23:49:00,2020-12-01 23:49:00,24,24,0,0,False,0.0,0.0
8709,1448,SG,mobile,2020-12-01 05:07:00,2020-12-01 05:07:00,24,24,0,0,False,0.0,0.0
8710,266138,US,desktop,2020-12-01 00:49:00,2020-12-01 00:50:00,24,24,0,0,False,60.0,0.0
8711,22291,PL,desktop,2020-12-01 19:46:00,2020-12-01 19:47:00,24,24,0,0,False,60.0,0.0
8712,3433,IN,desktop,2020-12-01 10:45:00,2020-12-01 10:46:00,24,24,0,0,False,60.0,0.0
8713,17865,IN,mobile,2020-12-01 01:38:00,2020-12-01 01:39:00,24,24,0,0,False,60.0,0.0
8714,27807,ES,mobile,2020-12-01 01:25:00,2020-12-01 01:25:00,24,24,0,0,False,0.0,0.0
8715,21451,US,mobile,2020-12-01 16:52:00,2020-12-01 16:52:00,24,24,0,0,False,0.0,0.0
8716,250619,CH,desktop,2020-12-01 22:11:00,2020-12-01 22:12:00,24,24,0,0,False,60.0,0.0
8717,28963,JP,desktop,2020-12-01 13:06:00,2020-12-01 13:06:00,24,24,0,0,False,0.0,0.0
8718,29258,US,desktop,2020-12-01 02:22:00,2020-12-01 02:24:00,24,24,0,0,False,120.0,0.0
8719,28658,RU,desktop,2020-12-01 02:02:00,2020-12-01 02:03:00,24,24,0,0,False,60.0,0.0
8720,21457,US,desktop,2020-12-01 21:39:00,2020-12-01 21:40:00,24,24,0,0,False,60.0,0.0
8721,11522,US,desktop,2020-12-08 06:53:00,2020-12-08 07:14:00,24,24,0,0,False,1260.0,0.0
8722,8339,US,mobile,2020-12-08 13:41:00,2020-12-08 13:41:00,24,24,0,0,False,0.0,0.0
8723,16626,CA,desktop,2020-12-08 16:01:00,2020-12-08 16:01:00,24,24,0,0,False,0.0,0.0
8725,7300,IN,mobile,2020-12-08 12:34:00,2020-12-08 12:34:00,24,24,0,0,False,0.0,0.0
8726,459,IN,mobile,2020-12-08 18:27:00,2020-12-08 18:27:00,24,24,0,0,False,0.0,0.0
8728,260156,SG,mobile,2020-12-08 10:04:00,2020-12-08 10:04:00,24,24,0,0,False,0.0,0.0
8729,249457,CA,desktop,2020-12-08 21:52:00,2020-12-08 21:52:00,24,24,0,0,False,0.0,0.0
8730,6238,PK,mobile,2020-12-08 04:18:00,2020-12-08 04:18:00,24,24,0,0,False,0.0,0.0
8731,263861,US,tablet,2020-12-08 03:14:00,2020-12-08 03:15:00,24,24,0,0,False,60.0,0.0
8732,260380,US,mobile,2020-12-08 20:37:00,2020-12-08 20:37:00,24,24,0,0,False,0.0,0.0
8733,4129,US,mobile,2020-12-08 21:53:00,2020-12-08 21:53:00,24,24,0,0,False,0.0,0.0
8734,18525,GB,desktop,2020-12-08 08:25:00,2020-12-08 08:25:00,24,24,0,0,False,0.0,0.0
8735,8702,CA,mobile,2020-12-08 19:34:00,2020-12-08 19:34:00,24,24,0,0,False,0.0,0.0
8736,7793,US,mobile,2020-12-08 10:43:00,2020-12-08 10:49:00,24,24,0,0,False,360.0,0.0
8737,232159,US,mobile,2020-12-08 10:05:00,2020-12-08 10:05:00,24,24,0,0,False,0.0,0.0
8738,1389,JP,desktop,2020-12-08 05:55:00,2020-12-08 05:55:00,24,24,0,0,False,0.0,0.0
8739,13608,US,desktop,2020-12-08 00:40:00,2020-12-08 00:42:00,24,24,0,0,False,120.0,0.0
8740,29379,ID,tablet,2020-12-08 20:33:00,2020-12-08 20:33:00,24,24,0,0,False,0.0,0.0
8741,20838,US,desktop,2020-12-08 21:33:00,2020-12-08 21:34:00,24,24,0,0,False,60.0,0.0
8742,6493,IT,desktop,2020-12-08 08:27:00,2020-12-08 08:28:00,24,24,0,0,False,60.0,0.0
8743,27998,US,desktop,2020-12-08 10:09:00,2020-12-08 10:09:00,24,24,0,0,False,0.0,0.0
8744,28106,GH,mobile,2020-12-08 07:11:00,2020-12-08 07:26:00,24,24,0,0,False,900.0,0.0
8745,26723,PE,desktop,2020-12-08 13:41:00,2020-12-08 13:41:00,24,24,0,0,False,0.0,0.0
8746,8549,US,desktop,2020-12-11 16:55:00,2020-12-11 16:55:00,24,24,0,0,False,0.0,0.0
8747,1275,US,tablet,2020-12-11 18:47:00,2020-12-11 18:47:00,24,24,0,0,False,0.0,0.0
8748,22846,NL,desktop,2020-12-11 17:48:00,2020-12-11 17:48:00,24,24,0,0,False,0.0,0.0
8749,26521,US,desktop,2020-12-11 18:47:00,2020-12-11 18:59:00,24,24,0,0,False,720.0,0.0
8750,7841,CA,mobile,2020-12-11 00:13:00,2020-12-11 00:14:00,24,24,0,0,False,60.0,0.0
8751,22040,CA,mobile,2020-12-11 19:41:00,2020-12-11 19:41:00,24,24,0,0,False,0.0,0.0
8752,22848,RU,desktop,2020-12-11 21:44:00,2020-12-11 21:44:00,24,24,0,0,False,0.0,0.0
8753,22848,RU,desktop,2020-12-11 16:09:00,2020-12-11 16:09:00,24,24,0,0,False,0.0,0.0
8754,4025,US,desktop,2020-12-11 08:03:00,2020-12-11 08:09:00,24,24,0,0,False,360.0,0.0
8755,4930,US,mobile,2020-12-11 04:55:00,2020-12-11 04:55:00,24,24,0,0,False,0.0,0.0
8756,19135,US,desktop,2020-12-11 09:56:00,2020-12-11 09:56:00,24,24,0,0,False,0.0,0.0
8757,4931,CA,desktop,2020-12-11 19:23:00,2020-12-11 19:23:00,24,24,0,0,False,0.0,0.0
8758,252157,US,desktop,2020-12-11 03:56:00,2020-12-11 11:38:00,24,24,0,0,False,27720.0,0.0
8759,686,SG,desktop,2020-12-11 21:31:00,2020-12-11 21:32:00,24,24,0,0,False,60.0,0.0
8760,255660,IN,desktop,2020-12-11 15:05:00,2020-12-11 15:05:00,24,24,0,0,False,0.0,0.0
8761,172577,US,desktop,2020-12-11 01:42:00,2020-12-11 01:42:00,24,24,0,0,False,0.0,0.0
8762,11654,US,desktop,2020-12-11 12:05:00,2020-12-11 12:06:00,24,24,0,0,False,60.0,0.0
8763,12161,US,desktop,2020-12-11 02:04:00,2020-12-11 02:05:00,24,24,0,0,False,60.0,0.0
8764,4960,US,mobile,2020-12-11 22:37:00,2020-12-11 22:38:00,24,24,0,0,False,60.0,0.0
8765,4961,JP,mobile,2020-12-11 03:16:00,2020-12-11 03:16:00,24,24,0,0,False,0.0,0.0
8766,4965,IN,mobile,2020-12-11 10:04:00,2020-12-11 10:06:00,24,24,0,0,False,120.0,0.0
8767,260929,AU,desktop,2020-12-11 06:43:00,2020-12-11 06:45:00,24,24,0,0,False,120.0,0.0
8768,26424,CA,desktop,2020-12-11 19:57:00,2020-12-11 19:57:00,24,24,0,0,False,0.0,0.0
8769,30188,PL,desktop,2020-12-11 02:21:00,2020-12-11 02:29:00,24,24,0,0,False,480.0,0.0
8770,30189,US,desktop,2020-12-11 11:39:00,2020-12-11 11:39:00,24,24,0,0,False,0.0,0.0
8771,4978,TH,mobile,2020-12-11 03:50:00,2020-12-11 03:50:00,24,24,0,0,False,0.0,0.0
8772,234151,US,mobile,2020-12-11 09:41:00,2020-12-11 09:41:00,24,24,0,0,False,0.0,0.0
8773,269660,IN,desktop,2020-12-11 02:11:00,2020-12-11 02:11:00,24,24,0,0,False,0.0,0.0
8774,26574,KR,mobile,2020-12-11 17:58:00,2020-12-11 18:00:00,24,24,0,0,False,120.0,0.0
8775,7585,IE,mobile,2020-12-11 19:38:00,2020-12-11 19:38:00,24,24,0,0,False,0.0,0.0
8776,7386,US,desktop,2020-12-11 00:35:00,2020-12-11 00:37:00,24,24,0,0,False,120.0,0.0
8778,11755,US,desktop,2020-12-11 11:17:00,2020-12-11 11:17:00,24,24,0,0,False,0.0,0.0
8779,7388,FR,desktop,2020-12-11 04:39:00,2020-12-11 04:40:00,24,24,0,0,False,60.0,0.0
8780,8628,US,mobile,2020-12-11 09:04:00,2020-12-11 09:04:00,24,24,0,0,False,0.0,0.0
8781,12066,SG,desktop,2020-12-11 21:39:00,2020-12-11 21:39:00,24,24,0,0,False,0.0,0.0
8782,26587,CA,mobile,2020-12-11 03:53:00,2020-12-11 03:53:00,24,24,0,0,False,0.0,0.0
8783,12193,CA,mobile,2020-12-11 23:46:00,2020-12-11 23:47:00,24,24,0,0,False,60.0,0.0
8784,26593,AU,mobile,2020-12-11 13:47:00,2020-12-11 13:48:00,24,24,0,0,False,60.0,0.0
8785,23146,SG,desktop,2020-12-16 05:19:00,2020-12-16 05:19:00,24,24,0,0,False,0.0,0.0
8786,302,KR,desktop,2020-12-16 13:25:00,2020-12-16 13:27:00,24,24,0,0,False,120.0,0.0
8787,265605,CL,desktop,2020-12-16 13:01:00,2020-12-16 13:01:00,24,24,0,0,False,0.0,0.0
8788,3628,TH,mobile,2020-12-16 16:43:00,2020-12-16 16:45:00,24,24,0,0,False,120.0,0.0
8789,16212,BR,desktop,2020-12-16 20:42:00,2020-12-16 20:42:00,24,24,0,0,False,0.0,0.0
8790,7292,US,mobile,2020-12-16 16:03:00,2020-12-16 16:03:00,24,24,0,0,False,0.0,0.0
8791,379,US,desktop,2020-12-16 13:30:00,2020-12-16 13:30:00,24,24,0,0,False,0.0,0.0
